"price","latitude","longitude","accommodates","bathrooms","bedrooms","minimum_nights","number_of_reviews","review_scores_rating","review_scores_location","review_scores_value"
80,51.50476,0.07725,2,1,1,7,14,91,9,9
35,51.483,-0.06399,1,1,1,1,2,80,8,10
80,51.52492,-0.07301,2,1,1,1,13,97,10,10
325,51.58316,-0.1219,9,2.5,5,4,1,100,10,10
35,51.47778,-0.05111,2,1.5,1,1,10,89,9,9
280,51.53846,-0.103,10,2,3,2,27,98,10,9
52,51.50547,-0.09735,2,1,1,2,13,98,10,9
50,51.49013,-0.08014,3,1,1,1,4,67,8,7
450,51.46862,-0.13072,10,2,5,1,2,100,9,9
120,51.5611,-0.11454,4,2,2,2,7,97,10,9
90,51.54714,-0.00581,2,1,1,1,3,90,10,10
144,51.52073,-0.13193,4,1,2,4,11,85,9,8
172,51.51393,-0.14372,4,2,2,2,3,80,10,8
75,51.51837,-0.13773,1,1,1,3,4,85,10,9
70,51.47232,0.0666,5,1,3,1,14,99,10,10
127,51.4701,-0.07952,3,1,1,2,12,92,10,9
160,51.54894,-0.21928,5,2,3,3,8,93,10,9
59,51.57574,-0.07055,4,1,1,1,24,95,9,10
102,51.48451,-0.19982,2,1,1,1,16,90,10,9
102,51.48254,-0.2004,2,1,1,1,6,80,8,8
85,51.51722,-0.03979,2,1,1,2,22,99,10,10
100,51.50057,-0.04748,3,1,1,5,4,95,9,9
120,51.4605,0.15313,5,1,3,3,2,90,10,9
45,51.50653,-0.25104,2,1,1,2,1,100,10,10
145,51.50123,-0.3137,8,2.5,4,2,3,100,10,10
95,51.35928,0.08896,6,2.5,3,3,13,85,10,9
221,51.5536,-0.19216,4,1,2,7,3,100,10,10
91,51.52706,-0.02141,3,2,1,2,8,85,10,9
252,51.45427,-0.11964,8,3,4,3,13,98,10,10
81,51.37061,-0.09387,6,2,2,2,34,95,9,10
97,51.42636,-0.19076,4,1,1,5,1,100,10,8
163,51.46814,-0.19355,6,3,4,2,7,100,10,10
20,51.60487,-0.12604,2,1,1,1,4,100,10,10
100,51.51879,-0.05297,4,1,2,1,16,99,9,10
70,51.54303,-0.17901,2,1,2,14,2,100,9,9
213,51.50329,-0.19375,6,2,2,1,27,85,10,9
55,51.61984,-0.13107,2,1,1,2,9,100,10,10
55,51.54442,-0.0456,2,1,1,1,5,96,10,10
70,51.53135,-0.07339,5,1,2,3,2,80,10,8
125,51.52565,-0.06961,4,1,2,1,29,95,9,9
60,51.50172,-0.11758,2,1,1,4,32,100,10,10
25,51.55226,0.13147,1,1,1,3,2,100,10,10
204,51.53071,-0.09243,3,2,2,1,3,100,10,9
250,51.54429,-0.17459,4,2,2,2,6,84,10,10
51,51.64054,-0.06969,3,2.5,2,1,3,73,9,7
24,51.54099,0.00497,2,1.5,1,3,48,93,10,9
23,51.49347,0.0794,2,1,1,1,13,97,9,10
20,51.52101,-0.02975,1,1,1,1,33,84,9,9
35,51.34758,-0.04224,1,1,1,3,5,96,10,10
89,51.57532,0.01078,6,2,3,2,5,100,10,10
66,51.46482,-0.16128,4,1,1,1,15,80,9,8
120,51.49138,-0.05693,6,1,2,91,14,96,10,10
25,51.42233,-0.05361,2,1,1,1,40,98,10,10
396,51.51217,-0.18573,5,2,2,2,8,95,10,9
179,51.52307,-0.19581,4,2,2,2,2,100,9,9
99,51.34197,0.05767,8,3,4,2,35,94,10,9
22,51.40725,-0.16309,2,1.5,1,2,22,98,9,10
95,51.51069,-0.18818,5,1,2,2,31,94,10,9
130,51.52688,-0.19465,2,2,1,7,2,100,10,9
70,51.53266,-0.12074,5,1,2,10,10,90,10,9
24,51.54185,0.00614,2,1.5,1,3,43,93,10,9
150,51.51719,0.02213,2,1,1,2,1,100,8,10
29,51.53005,-0.08552,1,1,1,3,4,95,10,10
55,51.48939,-0.20751,2,1,1,21,19,96,10,9
70,51.44569,-0.18938,4,1,2,1,1,100,10,10
56,51.44638,-0.20108,2,1,1,2,32,100,10,10
85,51.52516,-0.19606,2,1,1,2,2,100,10,10
27,51.39267,-0.18409,1,1,1,1,31,100,10,10
34,51.61217,-0.42346,2,1.5,1,3,4,100,10,10
150,51.50035,-0.06846,5,2,2,2,8,98,10,10
75,51.46472,-0.08344,4,2,2,2,9,98,10,10
70,51.45325,-0.14128,2,1,1,6,7,100,10,10
30,51.53276,-0.07269,1,1,1,4,2,100,10,10
84,51.55523,-0.08455,2,1,1,2,12,100,10,10
79,51.49336,-0.13013,2,1,1,1,38,96,10,10
38,51.36554,-0.11924,1,1,1,3,2,90,10,10
100,51.49954,-0.17932,2,1,1,1,9,90,10,9
150,51.5306,-0.02341,4,2,3,3,1,100,10,10
70,51.45729,-0.1873,2,1,1,1,7,97,10,9
85,51.48208,-0.11342,4,1.5,1,2,3,100,10,10
145,51.58875,-0.23521,6,2,2,10,2,100,8,10
44,51.47633,-0.17084,2,1,1,2,36,99,10,10
70,51.5422,-0.02334,2,1,1,1,33,98,10,10
61,51.52681,-0.16628,2,1,1,2,23,99,10,10
85,51.49423,-0.13077,2,1,1,1,43,98,10,10
45,51.44188,-0.01787,2,1,1,1,24,97,10,10
74,51.52515,-0.10265,2,1,1,1,94,100,10,10
995,51.40601,-0.06489,3,1,2,28,2,90,8,10
27,51.49384,0.07123,2,1,1,1,51,87,9,9
20,51.47096,-0.04462,2,1,1,1,2,100,8,10
25,51.49251,-0.0051,1,1,1,3,35,97,9,10
35,51.58906,-0.10505,4,1,2,2,7,90,10,9
50,51.53132,-0.0214,1,1,1,1,1,100,10,10
150,51.53747,-0.07217,2,1,1,1,10,98,10,9
30,51.38805,-0.09944,2,1,1,2,11,96,9,9
35,51.49568,-0.23497,1,1,1,2,2,90,9,9
90,51.48125,-0.19722,4,1,1,2,10,98,10,9
312,51.50498,-0.14843,6,1.5,2,3,6,80,9,7
25,51.52173,-0.44338,2,1.5,1,1,13,100,10,10
41,51.54975,-0.33897,1,1,1,4,5,100,10,10
140,51.54059,-0.19779,6,1,2,2,9,93,9,9
80,51.52798,-0.20997,2,1,1,1,6,97,10,10
82,51.4947,-0.12892,2,1,1,1,47,96,10,10
59,51.43426,-0.17061,2,1,1,1,4,100,10,10
75,51.51764,-0.02809,3,2,2,3,2,100,9,10
160,51.52783,-0.21276,4,1,2,3,4,100,10,10
50,51.5622,-0.01158,2,1,1,3,2,90,9,9
142,51.52393,-0.19461,5,1,2,89,13,94,10,9
85,51.51274,-0.06324,7,2.5,3,19,17,91,9,9
74,51.55511,-0.08242,2,1,1,2,10,98,10,9
300,51.50141,-0.25719,8,2.5,4,3,1,100,10,8
80,51.48604,-0.21798,2,1,1,4,12,95,10,10
35,51.5552,-0.06729,2,1,1,1,9,87,8,9
80,51.46749,-0.12954,2,1,1,7,4,100,10,10
55,51.50099,-0.21744,2,1,1,3,10,100,10,10
70,51.54648,-0.05204,4,1,1,1,2,80,8,7
48,51.37774,-0.23612,2,1,1,1,2,90,8,8
141,51.51825,-0.06045,4,1,2,2,13,97,10,9
50,51.53368,-0.07243,4,1,1,7,1,20,2,2
395,51.46319,-0.22372,7,3.5,4,3,13,98,10,10
84,51.55628,-0.05361,2,1,1,2,4,100,10,10
50,51.49147,-0.03503,2,1,1,2,10,96,9,9
103,51.50965,-0.30311,3,1,1,1,1,100,10,10
105,51.50439,0.02701,4,1,1,2,2,90,9,9
300,51.55285,-0.10801,15,3,6,1,16,90,10,9
75,51.52258,-0.20268,1,1,1,20,1,100,10,10
55,51.49785,-0.02195,2,1,1,3,2,100,10,10
99,51.50671,-0.27698,3,1,1,2,16,100,10,10
29,51.50087,0.08911,2,1.5,1,1,11,94,9,9
130,51.41958,-0.22473,5,2,3,7,8,100,10,10
199,51.50749,-0.10875,6,2,2,2,4,80,10,8
80,51.48385,-0.02051,2,1,1,2,1,100,10,10
80,51.48162,-0.36072,2,1,1,4,5,96,10,9
80,51.51361,-0.06572,2,1,1,1,3,87,9,10
335,51.50721,-0.21213,4,2.5,2,3,3,100,10,10
90,51.47586,-0.01137,5,1.5,3,2,25,88,10,9
100,51.54696,-0.00792,4,1,1,2,20,100,10,10
350,51.47655,-0.21933,6,3,4,2,1,100,10,10
75,51.58589,-0.34757,3,1,1,1,11,93,10,8
72,51.52514,-0.18281,4,1,1,2,13,94,10,9
90,51.54569,-0.21568,2,1,1,3,4,100,10,10
90,51.55058,-0.07387,4,1,1,3,1,80,8,10
100,51.56242,-0.12032,3,1,1,3,4,100,10,10
25,51.43497,-0.10433,1,1,1,4,1,100,10,10
75,51.51427,0.04016,4,1,2,2,29,94,9,9
72,51.5552,-0.04516,2,1,1,10,1,100,10,10
140,51.5256,-0.07683,2,1,1,2,2,100,10,10
50,51.52951,-0.14263,2,1,1,1,27,90,10,9
90,51.47192,-0.17486,4,2,2,2,12,93,10,9
300,51.56166,-0.20932,12,2,5,3,12,95,10,10
136,51.45987,-0.1679,4,1,2,2,11,98,10,9
139,51.55358,-0.09736,2,1,1,3,5,88,10,9
65,51.4909,0.07231,2,1,1,1,1,100,10,10
152,51.51513,-0.12446,2,1,1,13,21,100,10,10
53,51.52777,-0.18825,4,1,1,5,9,93,10,10
98,51.62003,-0.06583,2,1,1,1,22,95,9,10
36,51.53934,-0.06665,2,1,1,1,12,98,10,10
22,51.51997,-0.05455,2,1,1,1,6,83,9,9
20,51.43047,0.02992,2,1,1,1,20,97,9,10
200,51.56112,-0.06083,7,2,4,3,4,100,10,10
63,51.52417,-0.2033,6,1,2,1,2,80,6,6
80,51.43867,-0.03896,2,1,2,7,6,84,8,8
328,51.53347,-0.22103,6,2.5,3,2,6,100,10,10
73,51.52417,-0.2033,6,1,2,1,2,60,10,8
40,51.40689,-0.29263,2,1,1,2,11,98,10,10
80,51.52158,-0.16769,3,1,1,2,15,98,10,10
200,51.48421,-0.17489,6,1,2,1,1,100,10,10
100,51.4824,-0.01518,8,1,2,1,1,100,10,10
95,51.53062,-0.08856,3,1,1,10,21,98,10,9
71,51.5242,-0.20302,6,1,2,1,3,90,9,8
140,51.46215,-0.26894,2,1,1,2,1,100,10,10
275,51.60558,-0.27415,7,1,4,2,1,100,8,8
265,51.5155,-0.21066,8,2,3,3,25,98,10,10
40,51.54798,0.01412,2,1,1,1,32,99,9,10
81,51.4542,-0.19421,2,1,1,5,8,100,10,10
25,51.46174,0.00395,2,1,1,1,10,100,10,10
100,51.41483,-0.09251,2,1,1,2,2,100,10,10
175,51.52316,-0.0663,4,2,2,2,10,92,10,9
99,51.52167,-0.17277,3,1,1,2,17,92,10,10
30,51.5453,-0.20476,1,1,1,5,1,100,10,10
80,51.43988,-0.05097,6,1,1,1,2,100,10,10
49,51.42276,-0.0539,2,1,1,2,6,97,9,9
130,51.54118,-0.11611,6,1,2,2,39,99,10,10
26,51.53821,-0.02263,1,1,1,2,24,93,9,9
24,51.39522,-0.26236,1,1,1,1,20,93,9,10
50,51.54009,-0.02268,2,1,1,3,20,98,9,10
20,51.50203,-0.04928,2,1.5,1,1,63,93,10,9
280,51.54843,-0.23151,6,3,3,2,6,100,10,10
85,51.55186,-0.20361,2,1,1,2,3,100,10,10
45,51.47478,-0.07333,2,1,1,1,6,97,10,10
49,51.57345,-0.29474,2,2,1,2,3,100,9,10
22,51.56495,0.01419,1,1,1,5,2,100,8,10
100,51.53573,-0.19311,1,1,1,1,1,100,10,10
500,51.46837,-0.13364,12,4.5,6,2,20,99,10,10
60,51.51515,-0.17902,3,1,1,4,7,86,9,9
222,51.51865,-0.15399,2,2,1,1,2,80,10,9
26,51.54383,-0.20554,1,1,1,6,3,100,10,10
160,51.50873,-0.22744,6,2,3,7,3,100,10,9
85,51.50968,-0.12316,2,1,1,2,10,100,10,10
47,51.53236,-0.10184,2,1,1,1,3,90,10,8
35,51.45892,-0.19878,1,1,1,1,4,85,10,10
85,51.59599,-0.3384,2,1,2,5,2,70,9,6
60,51.48089,-0.42191,2,1,1,2,4,95,10,10
45,51.51869,-0.19761,1,1,1,2,2,100,10,10
70,51.50509,-0.21418,2,1,1,1,4,100,10,10
133,51.51495,-0.12186,2,1,1,3,15,93,10,9
180,51.53483,-0.03409,4,2,2,1,4,100,10,10
224,51.50026,-0.21576,4,2,2,4,2,100,10,10
63,51.45703,-0.10681,2,3.5,1,2,6,93,10,9
300,51.52681,-0.18124,6,2.5,3,25,1,100,10,10
32,51.54867,-0.02806,2,1,1,2,2,100,10,10
19,51.53,-0.13176,2,2,1,1,61,91,10,9
170,51.53126,-0.12143,4,1.5,1,3,1,80,10,10
45,51.47392,-0.09019,2,1,1,5,5,92,9,8
135,51.51724,-0.07671,2,1,1,1,11,98,10,9
134,51.48724,-0.21183,6,1.5,2,4,15,97,9,10
35,51.65062,-0.16708,2,1,1,1,8,98,10,10
23,51.52875,-0.13309,2,2,1,1,84,90,10,9
29,51.60481,-0.12255,2,1,1,1,3,90,8,9
36,51.55347,-0.11442,2,1,1,2,11,87,9,9
36,51.37552,-0.08674,1,1,1,2,10,100,10,10
109,51.49328,-0.07633,4,1,2,30,16,100,10,10
135,51.53062,-0.11027,2,1,1,2,3,100,10,10
26,51.4456,-0.1205,1,1,1,2,7,94,9,9
53,51.47754,-0.16696,2,1,1,1,20,100,9,10
45,51.61398,-0.10948,2,1,1,1,6,100,10,10
35,51.5214,-0.07044,2,1,1,1,66,94,10,9
85,51.57427,-0.24118,4,1,2,4,4,95,10,10
130,51.45522,-0.16426,6,2,2,4,12,95,10,10
40,51.52083,-0.2967,2,1.5,1,2,10,98,9,10
48,51.51724,-0.20983,2,1.5,1,1,5,85,10,10
66,51.4571,-0.10899,1,1.5,1,2,4,80,10,9
350,51.5237,-0.07886,4,2,2,2,8,93,10,9
162,51.49947,0.02798,5,2,2,3,4,75,10,9
27,51.5445,-0.23467,1,1.5,1,1,45,92,10,10
55,51.58928,-0.13768,2,1,1,1,3,100,10,9
35,51.44136,-0.16678,2,1,1,1,4,100,10,10
80,51.53436,-0.1361,2,1,1,2,15,97,10,10
120,51.51344,-0.12054,4,1,1,3,5,60,10,6
43,51.43021,-0.30455,4,1.5,2,1,22,100,10,10
264,51.51064,-0.13252,5,2,2,3,3,93,10,9
127,51.55894,-0.05828,6,1,2,2,13,97,10,9
27,51.4068,-0.20037,2,1,1,1,106,98,10,10
130,51.50065,-0.16658,2,1,1,2,16,91,10,9
239,51.50028,-0.15114,16,4,6,4,22,99,10,10
80,51.53245,-0.05667,5,1,2,1,1,80,10,10
45,51.48176,-0.19461,2,1,1,2,23,96,10,10
95,51.51721,-0.18837,4,1,2,5,6,77,10,8
40,51.45945,-0.37063,2,1,1,28,1,100,10,10
65,51.48337,-0.11649,2,1,1,1,6,100,10,10
70,51.57392,-0.2923,6,1,2,2,7,100,10,10
55,51.47598,-0.01958,2,1,1,2,12,96,10,10
79,51.44543,-0.15073,6,2.5,4,7,2,100,10,10
26,51.53693,-0.22675,2,1.5,1,1,2,100,10,9
30,51.54208,-0.05518,1,1.5,1,1,6,97,10,10
40,51.42321,-0.13091,1,1,1,2,2,100,10,10
496,51.48971,-0.172,8,3,4,2,10,80,10,9
60,51.49846,-0.07502,2,1,1,2,21,99,10,10
60,51.53903,-0.07603,4,1,1,2,22,92,10,9
39,51.55087,-0.11081,2,1,1,2,14,98,10,10
90,51.51929,-0.11117,1,1,1,1,9,100,10,10
45,51.52164,-0.26029,4,1,1,2,6,90,8,9
70,51.49351,-0.23399,3,1,1,2,8,93,10,9
130,51.50629,-0.27967,4,2,2,5,12,98,10,10
140,51.49608,-0.10233,4,1,2,1,22,96,10,10
247,51.52354,-0.11114,4,2,2,1,1,100,8,8
160,51.51317,-0.19394,2,1,1,3,15,96,10,9
55,51.51519,-0.01764,4,1,1,2,15,91,9,9
205,51.55259,-0.17108,6,2,3,3,12,100,10,10
499,51.49495,-0.19242,6,2,2,5,15,93,10,9
91,51.55209,-0.13908,7,1.5,3,2,15,100,10,10
77,51.5185,-0.05889,4,1,2,2,16,94,9,9
79,51.5604,-0.23011,2,1,1,1,3,100,10,10
69,51.38132,-0.15591,2,1,1,2,6,97,10,10
30,51.52962,-0.13315,2,2,1,1,76,93,10,9
35,51.56506,-0.07195,2,1.5,1,4,9,100,10,10
154,51.5198,-0.18344,2,1,1,2,7,91,10,9
19,51.50417,-0.09422,9,1.5,1,1,74,90,10,10
68,51.54857,-0.12906,4,1,1,1,24,93,9,9
107,51.52086,-0.07471,4,1,1,2,17,98,10,10
47,51.50737,-0.4694,2,1,1,1,21,93,9,9
47,51.50726,-0.47012,2,1,1,1,6,87,8,9
57,51.50591,-0.47073,3,1,1,1,16,93,9,10
150,51.54366,-0.12615,4,1,2,1,25,93,10,10
39,51.47377,-0.12178,2,1.5,1,1,6,97,10,10
101,51.46194,-0.42793,4,1,1,1,5,92,10,9
101,51.46159,-0.42997,4,1,1,1,9,78,8,7
135,51.46205,-0.42795,7,2,2,1,10,96,10,9
101,51.46202,-0.42806,4,1,1,1,8,80,9,8
133,51.51271,-0.12216,4,2,2,2,22,85,10,8
233,51.42591,-0.19846,5,2,2,2,2,50,10,5
229,51.495,-0.18685,6,2,2,2,7,89,10,8
27,51.51408,-0.03415,1,1.5,1,3,14,90,9,9
70,51.5024,0.09458,2,1,1,1,1,100,10,10
40,51.53508,-0.05871,1,1.5,1,2,6,90,9,9
99,51.51249,-0.17857,2,1,1,2,11,84,10,8
25,51.40742,-0.2012,1,1,1,1,111,97,10,10
22,51.63231,-0.04545,1,2,1,1,10,92,9,9
137,51.51753,-0.07308,8,2,2,2,5,85,10,10
120,51.52001,-0.13616,3,1,1,1,3,87,10,9
300,51.4925,-0.12914,8,1,3,1,31,95,10,9
25,51.53616,-0.12792,2,1,1,2,22,97,10,10
78,51.49264,-0.09942,7,1,2,1,28,90,10,9
85,51.51174,-0.17411,2,1,1,1,3,93,10,9
32,51.51931,-0.16791,2,2,1,2,57,94,10,9
140,51.51932,-0.19841,4,1,2,5,7,100,10,9
103,51.515,-0.1257,8,2,3,1,29,98,10,9
25,51.47415,-0.06388,2,1.5,1,1,2,100,10,10
37,51.46074,-0.43024,3,1.5,1,1,5,84,8,9
60,51.50336,-0.08039,4,1,1,2,21,98,10,10
37,51.46209,-0.42956,2,1.5,1,1,2,90,10,10
33,51.46035,-0.43049,1,1.5,1,1,2,80,10,10
40,51.46097,-0.43004,3,1.5,1,1,19,85,9,9
30,51.59228,-0.25698,1,1,1,1,1,100,10,10
165,51.528,-0.13347,8,2,4,1,19,92,10,9
60,51.48742,-0.04118,4,1,1,1,32,91,10,9
65,51.54902,-0.12893,4,1,1,1,28,91,9,9
69,51.54863,-0.12982,4,1,1,1,24,93,9,9
80,51.47323,-0.12461,4,1.5,2,1,7,89,10,9
89,51.45495,-0.29924,2,1,1,2,11,100,10,10
192,51.49503,-0.18821,6,2,2,2,6,97,10,9
155,51.54395,-0.13948,7,1.5,1,2,19,100,10,10
21,51.55072,-0.06672,1,1.5,1,3,3,93,10,9
150,51.5271,-0.21297,5,1.5,3,3,2,90,10,9
55,51.51253,-0.17791,2,1,1,2,34,96,10,10
50,51.59387,-0.02214,2,1,1,2,10,96,10,10
150,51.51565,-0.13806,4,1,1,3,8,95,10,10
28,51.47311,-0.07702,2,1,2,3,6,100,10,10
120,51.51168,-0.2113,3,1,1,2,12,97,10,9
110,51.4972,-0.23397,6,2,3,2,5,84,10,9
85,51.53149,-0.09009,2,1,1,2,8,100,10,10
145,51.46069,-0.42888,9,2.5,4,1,10,90,10,9
110,51.41075,-0.36952,2,1,1,1,27,98,10,10
38,51.46142,-0.36054,2,1,1,1,23,92,9,9
25,51.46944,-0.28339,1,1,1,4,4,95,10,10
90,51.50933,0.01843,2,3,3,2,12,100,10,9
185,51.53183,-0.11315,6,2,2,5,2,100,10,10
120,51.46218,-0.22677,2,1,1,1,18,100,10,10
40,51.49692,-0.05296,2,1,1,3,1,100,10,10
49,51.40077,-0.12183,2,1.5,1,1,12,95,10,10
229,51.509,0.02974,6,2.5,3,7,6,93,10,9
30,51.52197,-0.26673,2,1.5,1,1,3,100,10,10
32,51.54575,0.01228,2,1,1,2,3,100,10,10
120,51.66868,-0.01096,3,2.5,2,1,1,100,10,10
38,51.5929,0.19343,1,2,1,1,3,100,10,10
110,51.43982,-0.20306,2,1,1,2,5,100,10,10
38,51.48614,-0.15164,1,1,1,1,8,100,10,10
45,51.49182,-0.13318,3,1,1,1,19,81,10,9
268,51.49343,-0.06492,4,1,2,2,2,90,10,9
170,51.53972,-0.14209,6,1,2,3,14,95,10,9
100,51.41819,-0.0748,3,1.5,2,6,3,100,10,9
120,51.52457,-0.09777,2,1,1,2,2,100,10,9
22,51.49985,-0.19537,6,2,2,2,20,99,10,9
54,51.54762,-0.08216,2,1.5,1,1,2,100,10,10
28,51.50616,-0.00576,1,1,1,1,1,100,10,10
59,51.52026,-0.12361,1,1,1,3,2,40,10,8
33,51.41885,-0.21344,1,1,1,1,57,94,10,9
50,51.37255,-0.11535,6,2,2,7,7,93,9,10
79,51.46863,-0.27517,4,2,2,1,78,99,10,10
40,51.49039,-0.07934,2,1.5,1,1,20,93,9,9
184,51.47155,-0.21109,2,1,1,5,8,90,10,9
135,51.47176,-0.21036,6,2,3,4,5,84,10,9
130,51.51229,-0.05051,8,1,2,4,5,100,10,10
58,51.60132,-0.06819,2,1,1,1,6,100,9,10
140,51.52105,-0.22194,4,2,2,4,10,91,9,10
31,51.4901,-0.0679,2,1,1,1,36,89,9,9
150,51.42308,-0.16959,4,1,2,2,1,100,10,10
22,51.31957,-0.09393,1,1.5,1,2,10,94,10,9
70,51.51238,-0.14183,5,1,1,1,43,99,10,10
989,51.50174,-0.19276,6,3.5,3,3,2,100,10,9
123,51.50431,-0.46176,4,1,2,1,46,91,10,9
55,51.52079,-0.17065,2,1,1,1,6,92,10,9
40,51.56213,-0.00935,2,1,1,7,17,82,9,9
70,51.52699,-0.07109,2,2,1,4,5,100,10,10
47,51.45446,-0.31074,2,1,1,1,17,98,10,10
59,51.45596,-0.30894,2,1,1,1,2,100,10,10
45,51.53212,-0.08748,2,1,1,3,9,100,10,10
58,51.54779,-0.08332,2,1.5,1,5,2,100,10,10
127,51.56011,-0.21332,5,1,2,10,2,100,10,10
123,51.52236,-0.20855,3,1,1,1,2,100,10,10
70,51.56328,-0.0969,4,1,2,5,1,100,10,10
182,51.4914,-0.19426,2,1,1,3,11,98,10,9
130,51.56161,-0.21259,5,1,2,10,20,95,10,10
55,51.51896,-0.18434,4,1,1,28,8,88,10,9
110,51.56049,-0.0754,4,1,2,3,15,97,10,10
36,51.55379,-0.40568,2,1.5,1,2,1,100,10,10
98,51.54044,-0.0204,4,2,2,3,4,100,10,10
89,51.50123,-0.15279,1,1,1,1,24,99,10,10
31,51.46801,-0.10689,2,1,1,2,8,100,10,10
141,51.52433,-0.07431,4,1,2,1,23,98,10,10
188,51.53982,-0.11641,2,1,1,2,5,100,10,10
28,51.4809,-0.08288,1,1,1,1,20,97,9,10
145,51.48966,-0.13555,5,1.5,3,5,4,95,10,9
250,51.46767,-0.25054,6,2,3,4,2,100,10,8
180,51.51671,-0.23334,8,1.5,3,3,16,100,10,10
40,51.51679,-0.03872,2,1,1,2,3,80,8,10
66,51.42965,-0.16698,4,1,2,2,39,95,10,10
70,51.53315,-0.37936,4,1,1,2,19,96,9,9
49,51.52818,-0.10462,2,1,1,3,4,100,10,10
130,51.54846,-0.10754,4,1,1,4,8,95,10,10
186,51.52186,-0.15998,4,1,1,3,2,70,10,8
69,51.51919,-0.13665,2,1,1,2,14,100,10,10
94,51.39371,-0.30415,6,1,2,2,17,96,10,10
90,51.53328,-0.09559,2,1,1,2,4,100,10,10
35,51.49653,-0.055,2,1.5,1,2,1,80,10,6
45,51.52183,-0.15581,1,1,1,4,8,98,10,9
29,51.56831,-0.20481,2,3,1,7,14,92,10,9
45,51.40995,-0.04016,1,1,1,1,1,100,10,10
140,51.51744,-0.20055,2,1,1,2,10,100,10,10
65,51.57376,0.00161,2,1,1,1,3,73,9,9
45,51.48244,-0.33141,2,1,1,2,19,100,10,10
73,51.48906,-0.05166,4,1,1,1,2,100,9,10
65,51.55211,-0.21999,2,1,1,3,8,78,10,8
170,51.57856,-0.0922,4,1,1,3,2,80,7,7
55,51.4366,-0.11321,2,1,1,2,18,98,9,10
45,51.57835,-0.2202,1,1,1,5,2,100,10,10
100,51.5526,-0.05631,2,1,1,2,1,80,10,8
80,51.58006,-0.25197,2,1.5,3,1,1,80,6,10
60,51.3596,-0.09704,2,1,1,1,1,100,10,10
140,51.53744,-0.00156,6,1,2,1,51,96,9,9
22,51.56183,-0.01184,1,1,1,1,12,90,9,10
473,51.50065,-0.18988,7,3.5,4,2,11,93,10,9
95,51.43275,-0.18222,2,1,1,7,2,100,8,8
85,51.5308,-0.08507,2,1,1,2,15,100,10,9
74,51.55106,-0.22092,4,1,1,3,9,93,10,9
50,51.56469,-0.44669,2,1,1,2,4,90,10,9
50,51.56491,-0.44869,2,1,1,2,1,80,10,8
50,51.5649,-0.4468,2,1,1,2,3,100,9,9
45,51.55076,0.00249,3,3,1,1,18,81,9,9
150,51.48295,-0.2026,4,2,2,2,5,88,10,10
50,51.51956,-0.1204,1,1,1,1,23,93,10,9
40,51.62393,0.0068,2,1,1,1,15,99,10,10
89,51.47408,-0.1692,2,1,1,2,19,99,10,10
48,51.45715,-0.23154,3,1,1,3,10,98,9,10
304,51.46108,-0.17492,8,4,5,5,2,100,10,9
45,51.49583,-0.00848,2,2,1,2,5,96,10,9
100,51.54321,-0.11516,4,1,2,5,6,100,10,10
97,51.53739,-0.0987,4,1,1,2,2,90,9,9
125,51.5146,-0.01581,6,2.5,3,2,11,93,10,9
47,51.51927,-0.01986,2,1,1,1,6,84,9,8
45,51.44065,0.15078,2,1.5,1,1,8,78,10,8
29,51.46201,-0.12442,2,1,1,1,12,95,10,10
104,51.51239,-0.13634,4,1.5,1,3,1,60,8,4
45,51.55226,-0.03149,2,1,1,2,5,100,10,10
45,51.48289,-0.33296,2,1,1,2,16,100,10,10
218,51.51535,-0.20372,4,2,2,4,4,95,10,9
89,51.44379,-0.35681,3,1,1,2,12,100,10,10
71,51.55025,-0.22011,4,1,1,3,9,89,10,10
47,51.51893,-0.12255,1,1,1,1,29,91,10,10
141,51.56969,-0.1126,6,2,3,1,13,100,10,10
29,51.4894,0.06803,2,1,1,1,27,94,10,10
145,51.49135,-0.21236,4,1,2,4,2,80,10,10
171,51.51383,-0.19451,3,2,2,3,6,100,10,9
45,51.35706,0.12384,1,1,1,1,11,100,10,10
117,51.5257,-0.12628,4,1,2,1,18,90,10,9
100,51.43623,-0.10498,5,1.5,3,2,8,100,10,10
48,51.57984,-0.09512,2,1,1,1,12,100,10,10
32,51.59469,-0.1036,1,1,1,2,10,98,9,9
60,51.46944,-0.05296,3,1,1,2,31,99,10,10
22,51.478,-0.01275,1,1,1,1,104,81,9,9
24,51.50414,-0.21814,1,1,1,1,39,82,10,9
29,51.50373,-0.09111,1,1,1,1,37,87,10,9
29,51.55091,0.10074,2,1,1,1,2,80,8,10
60,51.48904,-0.28336,2,1,1,1,7,94,10,9
120,51.48632,-0.1261,2,1,1,5,1,100,10,8
528,51.51358,-0.14801,4,1,2,2,11,87,9,8
150,51.52287,-0.13719,4,1,1,4,16,96,10,9
104,51.47852,-0.18061,2,1,1,1,2,100,10,8
25,51.46256,-0.37975,1,1,1,5,1,80,8,8
40,51.48304,-0.11788,1,1.5,1,1,15,91,10,9
58,51.54272,-0.05837,2,1,1,2,12,98,10,10
75,51.56669,-0.00171,4,1,2,6,8,100,10,10
44,51.54777,-0.48027,1,1,1,1,2,80,10,8
55,51.58567,-0.07367,2,1,1,3,6,90,8,9
40,51.47773,-0.13244,2,1.5,1,2,3,100,9,9
65,51.54538,-0.07421,2,1,1,3,3,100,10,10
170,51.50076,0.03103,8,1,2,1,3,100,10,10
